background,x,s,tail_count,short_common_mu_extrapolated_count,full_range_fit_count
REL607,0.3159726561875908,-0.3159726561875908,148,182.4471417167231,130.92474577782014
REL607,0.3229542124057005,-0.3229542124057005,137,180.35921804749344,128.99516235012678
REL607,0.33009002921019986,-0.33009002921019986,127,178.2951885604775,127.09401733705329
REL607,0.33738351505728004,-0.33738351505728004,121,176.2547798108398,125.2208916100901
REL607,0.34483815371448534,-0.34483815371448534,120,174.23772148304602,123.37537221789016
REL607,0.3524575059247524,-0.3524575059247524,112,172.24374635505006,121.55705229522914
REL607,0.36024521110721436,-0.36024521110721436,105,170.27259026289332,119.76553097330756
REL607,0.36820498909558774,-0.36820498909558774,99,168.32399206570747,118.00041329137474
REL607,0.3763406419149669,-0.3763406419149669,92,166.39769361111786,116.2613101096554
REL607,0.38465605559788063,-0.38465605559788063,85,164.4934397010439,114.54783802355931
REL607,0.393155202040472,-0.393155202040472,79,162.61097805789007,112.85961927915594
REL607,0.40184214089969494,-0.40184214089969494,75,160.750059291123,111.19628168989378
REL607,0.41072102153242657,-0.41072102153242657,72,158.91043686423328,109.55745855454812
REL607,0.41979608497742815,-0.41979608497742815,67,157.0918670620733,107.94278857637758
REL607,0.42907166598109675,-0.42907166598109675,61,155.29410895856927,106.35191578347222
REL607,0.4385521950679761,-0.4385521950679761,57,153.51692438480413,104.78448945027561
REL607,0.4482422006570192,-0.4482422006570192,50,151.76007789746342,103.24016402026348
REL607,0.45814631122460653,-0.45814631122460653,41,150.02333674764463,101.71859902976196
REL607,0.4682692575153617,-0.4682692575153617,31,148.3064708500218,100.21945903288855
REL607,0.47861587480181145,-0.47861587480181145,26,146.60925275236335,98.7424135275994
REL607,0.4891911051939782,-0.4891911051939782,19,144.93145760539954,97.28713688282643
REL607,0.5,-0.5,12,143.272863133034,95.8533082666883
Ara-1,0.01,-0.01,993,1011.0212507944515,1251.22933341313
Ara-1,0.010220954442778263,-0.010220954442778263,982,999.4511314724107,1233.1747126886992
Ara-1,0.010446790972134875,-0.010446790972134875,971,988.0134205058027,1215.3806112158543
Ara-1,0.01067761745994178,-0.01067761745994178,961,976.7066026144399,1197.8432698305849
Ara-1,0.010913544161547873,-0.010913544161547873,953,965.5291798589892,1180.558983611759
Ara-1,0.011154683768442948,-0.011154683768442948,946,954.4796714425219,1163.524101098425
Ara-1,0.011401151462085358,-0.011401151462085358,938,943.5566135143367,1146.7350235184076
Ara-1,0.011653064968918922,-0.011653064968918922,930,932.7585589760339,1130.1882040280352
Ara-1,0.011910544616605566,-0.011910544616605566,916,922.0840772897905,1113.8801469628368
Ara-1,0.012173713391500337,-0.012173713391500337,905,911.5317542888511,1097.807407099051
Ara-1,0.012442696997396458,-0.012442696997396458,895,901.1001919901709,1081.966588925793
Ara-1,0.012717623915568315,-0.012717623915568315,887,890.7880084092149,1066.3543459277212
Ara-1,0.012998625466141105,-0.012998625466141105,874,880.5938373768646,1050.9673798780555
Ara-1,0.013285835870816564,-0.013285835870816564,862,870.516328358436,1035.8024401417986
Ara-1,0.013579392316984537,-0.013579392316984537,854,860.5541462747483,1020.8563229890085
Ara-1,0.013879435023251218,-0.013879435023251218,845,850.7059713252578,1006.1258709179828
Ara-1,0.014186107306415174,-0.014186107306415174,834,840.9704988132089,991.6079719882076
Ara-1,0.014499555649923342,-0.014499555649923342,826,831.346438972786,977.2995591629323
Ara-1,0.014819929773839462,-0.014819929773839462,818,821.8325167982417,963.1976096612303
Ara-1,0.015147382706358637,-0.015147382706358637,809,812.4274718749839,949.2991443194096
Ara-1,0.015482070856901894,-0.015482070856901894,799,803.1300582125992,935.6012269616373
Ara-1,0.015824154090825927,-0.015824154090825927,792,793.9390440797745,922.1009637796462
Ara-1,0.016173795805783514,-0.016173795805783514,783,784.8532118411223,908.7955027213914
Ara-1,0.016531163009771144,-0.016531163009771144,771,775.8713577958655,895.6820328885317
Ara-1,0.016896426400901214,-0.016896426400901214,760,766.9922920183677,882.7577839425951
Ara-1,0.017269760448936716,-0.017269760448936716,747,758.2148382004918,870.0200255197271
Ara-1,0.017651343478627613,-0.017651343478627613,740,749.5378334957657,857.4660666538724
Ara-1,0.018041357754888403,-0.018041357754888403,732,740.9601283653193,845.0932552082886
Ara-1,0.018439989569857877,-0.018439989569857877,725,732.4805864255962,832.89897731525
Ara-1,0.018847429331882368,-0.018847429331882368,720,724.0980842978091,820.880656823856
Ara-1,0.019263871656465252,-0.019263871656465252,712,715.8115114591042,809.0357547557843
Ara-1,0.019689515459225874,-0.019689515459225874,699,707.6197700954435,797.36176876892
Ara-1,0.020124564050912598,-0.020124564050912598,690,699.5217749561657,785.8562326287032
Ara-1,0.02056922523451509,-0.02056922523451509,680,691.5164532102096,774.5167156871215
Ara-1,0.02102371140452239,-0.02102371140452239,671,683.6027443039817,763.3408223692124
Ara-1,0.021488239648374114,-0.021488239648374114,664,675.7795998208597,752.3261916669766
Ara-1,0.021963031850153338,-0.021963031850153338,661,668.0459833422899,741.4704966405893
Ara-1,0.022448314796570536,-0.022448314796570536,655,660.4008703104844,730.7714439268203
Ara-1,0.02294432028528926,-0.02294432028528926,651,652.8432478926882,720.2267732545359
Ara-1,0.02345128523564548,-0.02345128523564548,643,645.3721148469964,709.8342569671977
Ara-1,0.023969451801813094,-0.023969451801813094,637,637.9864813897069,699.5916995522499
Ara-1,0.024499067488470107,-0.024499067488470107,629,630.6853690641965,689.4969371772974
Ara-1,0.025040385269020304,-0.025040385269020304,624,623.4678106112914,679.5478372329768
Ara-1,0.025593663706427242,-0.025593663706427242,616,616.3328498411233,669.7422978824238
Ara-1,0.026159167076718042,-0.026159167076718042,612,609.2795415064545,660.0782476172402
Ara-1,0.026737165495216025,-0.026737165495216025,607,602.3069511774495,650.5536448198718
Ara-1,0.02732793504556259,-0.02732793504556259,598,595.4141551178787,641.1664773322943
Ara-1,0.02793175791158987,-0.02793175791158987,590,588.6002401627449,631.9147620309308
Ara-1,0.028548922512107153,-0.028548922512107153,584,581.8643035973033,622.7965444076942
Ara-1,0.029179723638665393,-0.029179723638665393,578,575.205453037469,613.8098981570874
Ara-1,0.029824462596365908,-0.029824462596365908,573,568.6228063115936,604.9529247692446
Ara-1,0.030483447347780024,-0.030483447347780024,568,562.1154913435951,596.2237531288633
Ara-1,0.03115699266004896,-0.03115699266004896,564,555.6826460374228,587.6205391199054
Ara-1,0.031845420255233715,-0.031845420255233715,557,549.3234181628472,579.1414652360193
Ara-1,0.03254905896398719,-0.03254905896398719,553,543.0369652425534,570.7847401965696
Ara-1,0.033268244882621666,-0.033268244882621666,551,536.822454440532,562.5485985682153
Ara-1,0.03400332153364673,-0.03400332153364673,547,530.679062451741,554.4313003919459
Ara-1,0.03475464002985443,-0.03475464002985443,539,524.6059753930356,546.4311308154992
Ara-1,0.03552255924202998,-0.03552255924202998,535,518.6023886953441,538.546399731083
Ara-1,0.03630744597036806,-0.03630744597036806,526,512.6675069970752,530.775441418326
Ara-1,0.037109675119676507,-0.037109675119676507,522,506.8005440387508,523.1166141923771
Ara-1,0.037929629878451554,-0.037929629878451554,516,501.0007225588404,515.5683000570872
Ara-1,0.03876770190190947,-0.03876770190190947,513,495.26727419078685,508.128904363191
Ara-1,0.03962429149906251,-0.03962429149906251,508,489.5994393612154,500.79685547142407
Ara-1,0.04049980782392839,-0.04049980782392839,501,483.9964671893028,493.5706044204996
Ara-1,0.041394669070964674,-0.041394669070964674,494,478.45761538729914,486.4486245998764
Ara-1,0.04230930267482125,-0.04230930267482125,488,472.98215016219075,479.42941142724857
Ara-1,0.04324414551450647,-0.04324414551450647,482,467.5693461184857,472.5114820306892
Ara-1,0.04419964412206445,-0.04419964412206445,479,462.218486162111,465.69337493538023
Ara-1,0.04517625489586328,-0.04517625489586328,474,456.9288614054144,458.9736497548626
Ara-1,0.04617444431859572,-0.04617444431859572,469,451.6997710732468,452.350886886742
Ara-1,0.047194689180096845,-0.047194689180096845,462,446.53052241012557,445.8236872127847
Ara-1,0.048237476805085,-0.048237476805085,457,441.4204305884565,439.39067180334143
Ara-1,0.04930330528593471,-0.04930330528593471,455,436.36881861780586,433.0504816260361
Ara-1,0.05039268372059277,-0.05039268372059277,447,431.37501725521423,426.8017772586581
Ara-1,0.051506132455751245,-0.051506132455751245,444,426.43836491653366,420.64323860619686
Ara-1,0.052644183335393634,-0.052644183335393634,438,421.55820758877854,414.57356462196043
Ara-1,0.053807379954832514,-0.053807379954832514,437,416.73389874348464,408.59147303271743
Ara-1,0.05499627792036037,-0.05499627792036037,434,411.9647992510527,402.69570006780526
Ara-1,0.056211445114637534,-0.056211445114637534,430,407.25027729607876,396.88500019214723
Ara-1,0.0574534619679441,-0.0574534619679441,426,402.58970829364955,391.15814584312204
Ara-1,0.058722921735425045,-0.058722921735425045,418,397.98247480659546,385.51392717123025
Ara-1,0.06002043078046128,-0.06002043078046128,413,393.42796646369425,379.95115178450243
Ara-1,0.061346608864302085,-0.061346608864302085,413,388.92557987880707,374.46864449659597
Ara-1,0.0627020894420969,-0.0627020894420969,410,384.47471857094035,369.0652470785261
Ara-1,0.06408751996546806,-0.06408751996546806,403,380.0747928852254,363.73981801397986
Ara-1,0.06550356219176914,-0.06550356219176914,400,375.72521991479925,358.4912322581602
Ara-1,0.0669508925001765,-0.0669508925001765,395,371.4254234235795,353.31838100011043
Ara-1,0.06843020221476491,-0.06843020221476491,394,367.17483376992607,348.2201714284677
Ara-1,0.06994219793472167,-0.06994219793472167,392,362.97288783117324,343.19552650059677
Ara-1,0.071487601871857,-0.071487601871857,390,358.8190289290258,338.2433847150562
Ara-1,0.07306715219557204,-0.07306715219557204,383,354.712706755812,333.36269988734387
Ara-1,0.0746816033854488,-0.0746816033854488,381,350.65337730157535,328.55244092888375
Ara-1,0.07633172659163069,-0.07633172659163069,379,346.640502782006,323.81159162919903
Ara-1,0.07801831000316634,-0.07801831000316634,376,342.67355156719384,319.1391504412261
Ara-1,0.07974215922449152,-0.07974215922449152,373,338.751998111196,314.53413026973135
Ara-1,0.08150409766022985,-0.08150409766022985,366,334.8753228824145,309.9955582627769
Ara-1,0.08330496690849597,-0.08330496690849597,360,331.0430122947667,305.5224756061986
Ara-1,0.08514562716288879,-0.08514562716288879,360,327.25455863964436,301.113937321045
Ara-1,0.08702695762336701,-0.08702695762336701,359,323.5094600186538,296.7690120639447
Ara-1,0.08894985691620291,-0.08894985691620291,358,319.807220277121,292.48678193035033
Ara-1,0.09091524352321548,-0.09091524352321548,356,316.1473489383644,288.2663422606242
Ara-1,0.09292405622048769,-0.09292405622048769,353,312.5293611387119,284.10680144891904
Ara-1,0.09497725452677712,-0.09497725452677712,350,308.95277756326783,280.0072807548196
Ara-1,0.09707581916183444,-0.09707581916183444,344,305.417124382413,275.96691411770024
Ara-1,0.09922075251484909,-0.09922075251484909,343,301.92193318903077,271.9848479737624
Ara-1,0.10141307912324497,-0.10141307912324497,341,298.46674093645095,268.0602410757101
Ara-1,0.10365384616205542,-0.10365384616205542,338,295.0510898771069,264.1922643150317
Ara-1,0.10594412394411153,-0.10594412394411153,335,291.6745275018907,260.3801005468395
Ara-1,0.10828500643128176,-0.10828500643128176,334,288.336606480206,256.6229444172444
Ara-1,0.11067761175700826,-0.11067761175700826,330,285.03688460070316,252.9200021932147
Ara-1,0.11312308276038811,-0.11312308276038811,327,281.7749247126974,249.27049159489422
Ara-1,0.11562258753205626,-0.11562258753205626,324,278.55029466825135,245.67364163033838
Ara-1,0.1181773199721289,-0.1181773199721289,320,275.36256726492644,242.12869243263526
Ara-1,0.12078850036047596,-0.12078850036047596,318,272.21132018918456,238.63489509937676
Ara-1,0.12345737593959305,-0.12345737593959305,317,269.09613596044136,235.1915115344464
Ara-1,0.12618522151035305,-0.12618522151035305,314,266.01660187575584,231.79781429208944
Ara-1,0.1289733400409202,-0.1289733400409202,311,262.9723099551579,228.45308642323465
Ara-1,0.1318230632891195,-0.1318230632891195,309,259.9628568875958,225.1566213240303
Ara-1,0.13473575243855665,-0.13473575243855665,307,256.9878439775063,221.90772258656966
Ara-1,0.13771279874879377,-0.13771279874879377,304,254.0468770919957,218.70570385176762
Ara-1,0.14075562421989132,-0.14075562421989132,303,251.13956660862408,215.54988866436116
Ara-1,0.14386568227163257,-0.14386568227163257,303,248.2655273637869,212.43961033000315
Ara-1,0.14704445843775696,-0.14704445843775696,298,245.4243786016897,209.37421177441485
Ara-1,0.15029347107553154,-0.15029347107553154,298,242.6157439239043,206.35304540457614
Ara-1,0.15361427209100212,-0.15361427209100212,292,239.83925123950257,203.37547297191244
Ara-1,0.15700844768026767,-0.15700844768026767,291,237.0945327157627,200.44086543746215
Ara-1,0.16047761908713512,-0.16047761908713512,290,234.38122472943772,197.5486028389834
Ara-1,0.16402344337751312,-0.16402344337751312,289,231.69896781858154,194.69807415998432
Ara-1,0.16764761423091815,-0.16764761423091815,284,229.04740663492873,191.88867720063828
Ara-1,0.171351862749468,-0.171351862749468,282,226.42618989681577,189.11981845056408
Ara-1,0.1751379582847506,-0.1751379582847506,280,223.83497034264437,186.39091296344284
Ara-1,0.17900770928296364,-0.17900770928296364,279,221.27340468487503,183.70138423344125
Ara-1,0.18296296414872668,-0.18296296414872668,277,218.74115356454845,181.05066407342034
Ara-1,0.1870056121279809,-0.1870056121279809,274,216.237881506326,178.43819249490065
Ara-1,0.19113758421039548,-0.19113758421039548,270,213.76325687404696,175.86341758975968
Ara-1,0.19536085405171466,-0.19536085405171466,261,211.31695182679152,173.32579541363623
Ara-1,0.19967743891648287,-0.19967743891648287,253,208.8986422754494,170.82478987101743
Ara-1,0.20408940064160117,-0.20408940064160117,249,206.50800783978346,168.3598726019835
Ara-1,0.20859884662117262,-0.20859884662117262,245,204.14473180598503,165.93052287058725
Ara-1,0.21320793081310957,-0.21320793081310957,241,201.8085010847166,163.5362274548437
Ara-1,0.21791885476798137,-0.21791885476798137,238,199.49900616963168,161.17648053830735
Ara-1,0.222733868680595,-0.222733868680595,234,197.21594109637277,158.85078360321407
Ara-1,0.22765527246481185,-0.22765527246481185,229,194.9590034020359,156.55864532516452
Ara-1,0.23268541685211144,-0.23268541685211144,224,192.72789408509982,154.2995814693276
Ara-1,0.23782670451443017,-0.23782670451443017,217,190.5223175658148,152.07311478814142
Ara-1,0.2430815912118078,-0.2430815912118078,213,188.3419816470435,149.87877492049049
Ara-1,0.24845258696539377,-0.24845258696539377,207,186.18659747554983,147.7160982923377
Ara-1,0.2539422572563694,-0.2539422572563694,203,184.05587950373243,145.58462801879006
Ara-1,0.25955322425136307,-0.25955322425136307,201,181.9495454517944,143.4839138075778
Ara-1,0.26528816805493916,-0.26528816805493916,198,179.86731627034615,141.41351186392598
Ara-1,0.27114982798976367,-0.27114982798976367,193,177.80891610343784,139.37298479679882
Ara-1,0.2771410039050538,-0.2771410039050538,190,175.77407225201227,137.36190152649698
Ara-1,0.28326455751393875,-0.28326455751393875,185,173.76251513777865,135.3798371935881
Ara-1,0.2895234137603712,-0.2895234137603712,181,171.77397826749785,133.42637306915137
Ara-1,0.2959205622162395,-0.2959205622162395,178,169.80819819767748,131.50109646631734
Ara-1,0.3024590585093516,-0.3024590585093516,173,167.86491449966996,129.60360065308402
Ara-1,0.30914202578296873,-0.30914202578296873,170,165.94386972517174,127.73348476639113
Ara-1,0.3159726561875908,-0.3159726561875908,164,164.044809372115,125.89035372743426
Ara-1,0.3229542124057005,-0.3229542124057005,150,162.1674818509521,124.07381815820078
Ara-1,0.33009002921019986,-0.33009002921019986,145,160.31163845132423,122.28349429921028
Ara-1,0.33738351505728004,-0.33738351505728004,139,158.4770333091115,120.51900392844195
Ara-1,0.34483815371448534,-0.34483815371448534,132,156.66342337386175,118.77997428143178
Ara-1,0.3524575059247524,-0.3524575059247524,123,154.87056837658966,117.06603797252268
Ara-1,0.36024521110721436,-0.36024521110721436,118,153.09823079794677,115.37683291725097
Ara-1,0.36820498909558774,-0.36820498909558774,107,151.34617583675416,113.7120022558528
Ara-1,0.3763406419149669,-0.3763406419149669,97,149.61417137889538,112.07119427787424
Ara-1,0.38465605559788063,-0.38465605559788063,91,147.90198796656654,110.45406234786932
Ara-1,0.393155202040472,-0.393155202040472,83,146.20939876787705,108.86026483217054
Ara-1,0.40184214089969494,-0.40184214089969494,72,144.53617954679837,107.28946502671465
Ara-1,0.41072102153242657,-0.41072102153242657,67,142.8821086334576,105.74133108591235
Ara-1,0.41979608497742815,-0.41979608497742815,53,141.24696689477025,104.2155359525415
Ara-1,0.42907166598109675,-0.42907166598109675,39,139.6305377054087,102.71175728865425
Ara-1,0.4385521950679761,-0.4385521950679761,35,138.03260691910444,101.22967740748027
Ara-1,0.4482422006570192,-0.4482422006570192,28,136.45296284027665,99.76898320631165
Ara-1,0.45814631122460653,-0.45814631122460653,23,134.8913961959875,98.32936610035846
Ara-1,0.4682692575153617,-0.4682692575153617,19,133.34770010821697,96.91052195755604
Ara-1,0.47861587480181145,-0.47861587480181145,17,131.8216700664552,95.51215103431572
Ara-1,0.4891911051939782,-0.4891911051939782,9,130.31310390060932,94.13395791220023
Ara-1,0.5,-0.5,4,128.82180175421945,92.77565143551443
Ara-3,0.01,-0.01,891,1005.0369789479735,1018.3430267871289
Ara-3,0.010220954442778263,-0.010220954442778263,888,993.5353435863489,1008.2122622080101
Ara-3,0.010446790972134875,-0.010446790972134875,879,982.1653328502473,998.1822813415087
Ara-3,0.01067761745994178,-0.01067761745994178,873,970.925440428481,988.2520815627328
Ara-3,0.010913544161547873,-0.010913544161547873,866,959.8141772480711,978.4206702211899
Ara-3,0.011154683768442948,-0.011154683768442948,862,948.8300712769848,968.6870645415522
Ara-3,0.011401151462085358,-0.011401151462085358,858,937.9716673291066,959.0502915254206
Ara-3,0.011653064968918922,-0.011653064968918922,852,927.237526871461,949.5093878540584
Ara-3,0.011910544616605566,-0.011910544616605566,845,916.6262278336342,940.0633997920972
Ara-3,0.012173713391500337,-0.012173713391500337,840,906.136364419375,930.7113830921974
Ara-3,0.012442696997396458,-0.012442696997396458,827,895.7665469203513,921.4524029006583
Ara-3,0.012717623915568315,-0.012717623915568315,817,885.5154015320444,912.2855336639711
Ara-3,0.012998625466141105,-0.012998625466141105,811,875.3815701717443,903.2098590362916
Ara-3,0.013285835870816564,-0.013285835870816564,804,865.3637102986264,894.2244717878468
Ara-3,0.013579392316984537,-0.013579392316984537,799,855.4604947358949,885.3284737142396
Ara-3,0.013879435023251218,-0.013879435023251218,793,845.6706114949554,876.5209755466656
Ara-3,0.014186107306415174,-0.014186107306415174,788,835.9927636015981,867.8010968630174
Ara-3,0.014499555649923342,-0.014499555649923342,782,826.4256689241784,859.1679659998757
Ara-3,0.014819929773839462,-0.014819929773839462,777,816.968060003756,850.6207199653784
Ara-3,0.015147382706358637,-0.015147382706358637,774,807.6186838861798,842.1585043529451
Ara-3,0.015482070856901894,-0.015482070856901894,766,798.3763019560961,833.7804732558795
Ara-3,0.015824154090825927,-0.015824154090825927,760,789.2396897728568,825.4857891828004
Ara-3,0.016173795805783514,-0.016173795805783514,754,780.2076369083034,817.2736229739311
Ara-3,0.016531163009771144,-0.016531163009771144,745,771.2789467864055,809.1431537182083
Ara-3,0.016896426400901214,-0.016896426400901214,742,762.4524365247418,801.0935686712255
Ara-3,0.017269760448936716,-0.017269760448936716,739,753.7269367777878,793.1240631739871
Ara-3,0.017651343478627613,-0.017651343478627613,733,745.1012915819987,785.2338405724726
Ara-3,0.018041357754888403,-0.018041357754888403,726,736.5743582026687,777.4221121380035
Ara-3,0.018439989569857877,-0.018439989569857877,717,728.1450069825398,769.6880969883928
Ara-3,0.018847429331882368,-0.018847429331882368,712,719.8121211921405,762.0310220098951
Ara-3,0.019263871656465252,-0.019263871656465252,708,711.5745968818446,754.4501217799159
Ara-3,0.019689515459225874,-0.019689515459225874,702,703.4313427356171,746.9446384905041
Ara-3,0.020124564050912598,-0.020124564050912598,700,695.3812799264338,739.5138218725943
Ara-3,0.02056922523451509,-0.02056922523451509,694,687.4233419733578,732.156929121011
Ara-3,0.02102371140452239,-0.02102371140452239,689,679.5564746002557,724.8732248202145
Ara-3,0.021488239648374114,-0.021488239648374114,686,671.7796355961174,717.6619808707871
Ara-3,0.021963031850153338,-0.021963031850153338,679,664.0917946769902,710.5224764166495
Ara-3,0.022448314796570536,-0.022448314796570536,675,656.4919333494827,703.4539977730046
Ara-3,0.02294432028528926,-0.02294432028528926,666,648.9790447758323,696.4558383549916
Ara-3,0.02345128523564548,-0.02345128523564548,658,641.5521336405217,689.5272986070557
Ara-3,0.023969451801813094,-0.023969451801813094,650,634.2102160184164,682.6676859330211
Ara-3,0.024499067488470107,-0.024499067488470107,648,626.952319244412,675.8763146268521
Ara-3,0.025040385269020304,-0.025040385269020304,644,619.7774817845782,669.1525058041121
Ara-3,0.025593663706427242,-0.025593663706427242,638,612.6847531087692,662.4955873340984
Ara-3,0.026159167076718042,-0.026159167076718042,634,605.6731935647006,655.904893772655
Ara-3,0.026737165495216025,-0.026737165495216025,628,598.7418742534605,649.3797662956518
Ara-3,0.02732793504556259,-0.02732793504556259,626,591.88987690645,642.9195526331296
Ara-3,0.02793175791158987,-0.02793175791158987,618,585.1162937637273,636.5236070040934
Ara-3,0.028548922512107153,-0.028548922512107153,614,578.4202274537488,630.1912900519604
Ara-3,0.029179723638665393,-0.029179723638665393,609,571.8007908744844,623.9219687806496
Ara-3,0.029824462596365908,-0.029824462596365908,602,565.2571070758933,617.7150164913024
Ara-3,0.030483447347780024,-0.030483447347780024,600,558.7883091437419,611.5698127196385
Ara-3,0.03115699266004896,-0.03115699266004896,593,552.3935400847586,605.4857431739318
Ara-3,0.031845420255233715,-0.031845420255233715,589,546.0719527130956,599.4621996736039
Ara-3,0.03254905896398719,-0.03254905896398719,583,539.822709538092,593.498580088429
Ara-3,0.033268244882621666,-0.033268244882621666,578,533.644982653325,587.5942882783427
Ara-3,0.03400332153364673,-0.03400332153364673,574,527.5379536269265,581.7487340338522
Ara-3,0.03475464002985443,-0.03475464002985443,569,521.500813393155,575.9613330170342
Ara-3,0.03552255924202998,-0.03552255924202998,565,515.5327621452126,570.2315067031243
Ara-3,0.03630744597036806,-0.03630744597036806,558,509.63300922928255,564.5586823226878
Ara-3,0.037109675119676507,-0.037109675119676507,556,503.80077303978595,558.9422928043608
Ara-3,0.037929629878451554,-0.037929629878451554,554,498.03528091583036,553.3817767181662
Ara-3,0.03876770190190947,-0.03876770190190947,547,492.3357690388498,547.8765782193915
Ara-3,0.03962429149906251,-0.03962429149906251,544,486.7014823314117,542.4261469930238
Ara-3,0.04049980782392839,-0.04049980782392839,541,481.131674357184,537.0299381987414
Ara-3,0.041394669070964674,-0.041394669070964674,535,475.6256072220451,531.6874124164468
Ara-3,0.04230930267482125,-0.04230930267482125,533,470.1825514763297,526.3980355923467
Ara-3,0.04324414551450647,-0.04324414551450647,532,464.8017860181869,521.1612789855654
Ara-3,0.04419964412206445,-0.04419964412206445,528,459.4825979980511,515.9766191152927
Ara-3,0.04517625489586328,-0.04517625489586328,524,454.22428272420177,510.84353770845223
Ara-3,0.04617444431859572,-0.04617444431859572,521,449.0261435694034,505.76152164789517
Ara-3,0.047194689180096845,-0.047194689180096845,519,443.8874918786187,500.7300629211072
Ara-3,0.048237476805085,-0.048237476805085,516,438.8076468777729,495.74865856942654
Ara-3,0.04930330528593471,-0.04930330528593471,511,433.78593558356357,490.8168106377658
Ara-3,0.05039268372059277,-0.05039268372059277,502,428.82169271430496,485.9340261248371
Ara-3,0.051506132455751245,-0.051506132455751245,498,423.9142606017897,481.09981693386754
Ara-3,0.052644183335393634,-0.052644183335393634,493,419.06298910415927,476.3136998238095
Ara-3,0.053807379954832514,-0.053807379954832514,489,414.2672355197746,471.5751963610336
Ara-3,0.05499627792036037,-0.05499627792036037,487,409.5263645020691,466.8838328715048
Ara-3,0.056211445114637534,-0.056211445114637534,481,404.8397479753763,462.23914039343026
Ara-3,0.0574534619679441,-0.0574534619679441,475,400.2067650517243,457.64065463038196
Ara-3,0.058722921735425045,-0.058722921735425045,472,395.62680194857666,453.08791590488397
Ara-3,0.06002043078046128,-0.06002043078046128,470,391.0992519075208,448.58046911246294
Ara-3,0.061346608864302085,-0.061346608864302085,465,386.62351511388255,444.1178636761525
Ara-3,0.0627020894420969,-0.0627020894420969,463,382.19899861726117,439.6996535014539
Ara-3,0.06408751996546806,-0.06408751996546806,461,377.82511625297684,435.32539693174215
Ara-3,0.06550356219176914,-0.06550356219176914,461,373.5012885644136,430.99465670411865
Ara-3,0.0669508925001765,-0.0669508925001765,455,369.22694272625165,426.7069999056985
Ara-3,0.06843020221476491,-0.06843020221476491,447,365.0015124685808,422.4619979303373
Ara-3,0.06994219793472167,-0.06994219793472167,446,360.824438001878,418.2592264357856
Ara-3,0.071487601871857,-0.071487601871857,445,356.69516594284903,414.09826530127094
Ara-3,0.07306715219557204,-0.07306715219557204,444,352.61314924111207,409.978698585501
Ara-3,0.0746816033854488,-0.0746816033854488,439,348.577847106726,405.9001144850849
Ara-3,0.07633172659163069,-0.07633172659163069,436,344.588724938546,401.86210529336944
Ara-3,0.07801831000316634,-0.07801831000316634,436,340.6452542533987,397.8642673596815
Ara-3,0.07974215922449152,-0.07974215922449152,427,336.74691261606716,393.9062010489791
Ara-3,0.08150409766022985,-0.08150409766022985,425,332.89318357007977,389.9875107019037
Ara-3,0.08330496690849597,-0.08330496690849597,421,329.083556569289,386.1078045952271
Ara-3,0.08514562716288879,-0.08514562716288879,417,325.31752691023223,382.26669490269484
Ara-3,0.08702695762336701,-0.08702695762336701,414,321.59459566527056,378.4637976562579
Ara-3,0.08894985691620291,-0.08894985691620291,411,317.9142696164889,374.69873270768966
Ara-3,0.09091524352321548,-0.09091524352321548,408,314.27606119035335,370.9711236905865
Ara-3,0.09292405622048769,-0.09292405622048769,407,310.6794883931185,367.2805979827436
Ara-3,0.09497725452677712,-0.09497725452677712,407,307.12407474697176,363.62678666890696
Ara-3,0.09707581916183444,-0.09707581916183444,404,303.6093492269079,360.009324503897
Ara-3,0.09922075251484909,-0.09922075251484909,404,300.13484619832946,356.4278498760956
Ara-3,0.10141307912324497,-0.10141307912324497,402,296.7001053553565,352.88200477129965
Ara-3,0.10365384616205542,-0.10365384616205542,399,293.30467165984714,349.3714347369326
Ara-3,0.10594412394411153,-0.10594412394411153,397,289.9480952811112,345.8957888466125
Ara-3,0.10828500643128176,-0.10828500643128176,396,286.62993153631845,342.4547196650722
Ara-3,0.11067761175700826,-0.11067761175700826,394,283.3497408315854,339.0478832134288
Ara-3,0.11312308276038811,-0.11312308276038811,393,280.10708860373666,335.6749389347994
Ara-3,0.11562258753205626,-0.11562258753205626,391,276.9015452627354,332.33554966025616
Ara-3,0.1181773199721289,-0.1181773199721289,389,273.73268613476966,329.0293815751244
Ara-3,0.12078850036047596,-0.12078850036047596,386,270.6000914059906,325.7561041856113
Ara-3,0.12345737593959305,-0.12345737593959305,382,267.50334606689665,322.5153902857702
Ara-3,0.12618522151035305,-0.12618522151035305,380,264.44203985735146,319.30691592479167
Ara-3,0.1289733400409202,-0.1289733400409202,377,261.4157672122321,316.1303603746207
Ara-3,0.1318230632891195,-0.1318230632891195,375,258.42412720770017,312.9854060978954
Ara-3,0.13473575243855665,-0.13473575243855665,375,255.4667235080867,309.87173871620627
Ara-3,0.13771279874879377,-0.13771279874879377,374,252.54316431338432,306.7890469786683
Ara-3,0.14075562421989132,-0.14075562421989132,372,249.65306230734262,303.73702273080863
Ara-3,0.14386568227163257,-0.14386568227163257,368,246.79603460615527,300.7153608837621
Ara-3,0.14704445843775696,-0.14704445843775696,368,243.9717027077346,297.7237593837747
Ara-3,0.15029347107553154,-0.15029347107553154,366,241.17969244156873,294.7619191820076
