background,x,s,tail_count,short_common_mu_extrapolated_count,full_range_fit_count
REL607,0.015147382706358637,-0.015147382706358637,919,903.5645240045625,1031.1875027449987
REL607,0.015482070856901894,-0.015482070856901894,911,893.2241386272216,1015.9897469325272
REL607,0.015824154090825927,-0.015824154090825927,899,883.0020885396257,1001.0159773312156
REL607,0.016173795805783514,-0.016173795805783514,892,872.8970195136408,986.2628928074348
REL607,0.016531163009771144,-0.016531163009771144,880,862.9075928189096,971.7272408800326
REL607,0.016896426400901214,-0.016896426400901214,870,853.0324850454929,957.4058170032796
REL607,0.017269760448936716,-0.017269760448936716,855,843.2703879285438,943.2954638604002
REL607,0.017651343478627613,-0.017651343478627613,849,833.6200081749924,929.3930706675025
REL607,0.018041357754888403,-0.018041357754888403,840,824.0800672922006,915.6955724877752
REL607,0.018439989569857877,-0.018439989569857877,827,814.6493014185899,902.1999495557808
REL607,0.018847429331882368,-0.018847429331882368,815,805.3264611562079,888.9032266117258
REL607,0.019263871656465252,-0.019263871656465252,801,796.1103114051989,875.8024722455194
REL607,0.019689515459225874,-0.019689515459225874,789,786.9996312001805,862.8947982505235
REL607,0.020124564050912598,-0.020124564050912598,785,777.9932135484904,850.1773589868066
REL607,0.02056922523451509,-0.02056922523451509,767,769.0898652702809,837.647350753795
REL607,0.02102371140452239,-0.02102371140452239,760,760.2884068404423,825.3020111721651
REL607,0.021488239648374114,-0.021488239648374114,753,751.587672232346,813.1386185748454
REL607,0.021963031850153338,-0.021963031850153338,747,742.9865087633586,801.1544914069987
REL607,0.022448314796570536,-0.022448314796570536,739,734.483776942139,789.3469876348354
REL607,0.02294432028528926,-0.02294432028528926,730,726.0783503176772,777.7135041631586
REL607,0.02345128523564548,-0.02345128523564548,723,717.7691153300597,766.2514762614717
REL607,0.023969451801813094,-0.023969451801813094,708,709.5549711629421,754.958376998566
REL607,0.024499067488470107,-0.024499067488470107,693,701.4348295977159,743.8317166854201
REL607,0.025040385269020304,-0.025040385269020304,680,693.4076148693374,732.8690423263308
REL607,0.025593663706427242,-0.025593663706427242,666,685.472263523808,722.0679370781124
REL607,0.026159167076718042,-0.026159167076718042,656,677.6277242772903,711.426019717287
REL607,0.026737165495216025,-0.026737165495216025,652,669.8729578768309,700.9409441151095
REL607,0.02732793504556259,-0.02732793504556259,640,662.2069369626774,690.6103987203413
REL607,0.02793175791158987,-0.02793175791158987,632,654.628645932176,680.4321060496427
REL607,0.028548922512107153,-0.028548922512107153,628,647.1370808052219,670.4038221854757
REL607,0.029179723638665393,-0.029179723638665393,620,639.7312490912495,660.5233362814082
REL607,0.029824462596365908,-0.029824462596365908,613,632.4101696577477,650.7884700747073
REL607,0.030483447347780024,-0.030483447347780024,604,625.1728726002792,641.1970774061205
REL607,0.03115699266004896,-0.03115699266004896,596,618.0183991139852,631.7470437467239
REL607,0.031845420255233715,-0.031845420255233715,589,610.9458013665624,622.4362857317606
REL607,0.03254905896398719,-0.03254905896398719,581,603.9541423726915,613.2627507013299
REL607,0.033268244882621666,-0.033268244882621666,576,597.0424958699085,604.2244162478645
REL607,0.03400332153364673,-0.03400332153364673,565,590.209946195887,595.3192897702605
REL607,0.03475464002985443,-0.03475464002985443,563,583.4555881671351,586.5454080345935
REL607,0.03552255924202998,-0.03552255924202998,557,576.7785269590739,577.9008367412962
REL607,0.03630744597036806,-0.03630744597036806,552,570.1778779874879,569.3836700987238
REL607,0.037109675119676507,-0.037109675119676507,545,563.6527667913386,560.992030403
REL607,0.037929629878451554,-0.037929629878451554,544,557.2023289169125,552.7240676240568
REL607,0.03876770190190947,-0.03876770190190947,541,550.8257098032961,544.5779589977731
REL607,0.03962429149906251,-0.03962429149906251,536,544.5220646691662,536.5519086241297
REL607,0.04049980782392839,-0.04049980782392839,529,538.29055840087,528.6441470712814
REL607,0.041394669070964674,-0.041394669070964674,521,532.1303654417878,520.852930985463
REL607,0.04230930267482125,-0.04230930267482125,509,526.0406696829646,513.1765427066529
REL607,0.04324414551450647,-0.04324414551450647,503,520.02066435499,505.6132898898921
REL607,0.04419964412206445,-0.04419964412206445,499,514.069551921115,498.16150513219145
REL607,0.04517625489586328,-0.04517625489586328,493,508.18654397159713,490.8195456049288
REL607,0.04617444431859572,-0.04617444431859572,487,502.3708611192465,483.5857926916759
REL607,0.047194689180096845,-0.047194689180096845,480,496.6217328961759,476.45865163134977
REL607,0.048237476805085,-0.048237476805085,478,490.9383976517265,469.4365511666364
REL607,0.04930330528593471,-0.04930330528593471,474,485.3201024515624,462.51794319758295
REL607,0.05039268372059277,-0.05039268372059277,468,479.76610297792354,455.7013024403086
REL607,0.051506132455751245,-0.051506132455751245,456,474.27566343101665,448.9851260907338
REL607,0.052644183335393634,-0.052644183335393634,452,468.84805643153436,442.3679334932725
REL607,0.053807379954832514,-0.053807379954832514,448,463.4825629242939,435.84826581440524
REL607,0.05499627792036037,-0.05499627792036037,445,458.17847208297286,429.4246857210625
REL607,0.056211445114637534,-0.056211445114637534,440,452.935081215941,423.0957770637492
