background,x,s,tail_count,individual_fit_count,common_fit_count
Ara-1,0.03128713640787672,-0.03128713640787672,563,561.5731176315633,554.4641091177452
Ara-1,0.03184100949043604,-0.03184100949043604,557,556.685156769705,549.3634925689745
Ara-1,0.03240468773341604,-0.03240468773341604,553,551.8397409667837,544.3097975228758
Ara-1,0.03297834471660228,-0.03297834471660228,551,547.0364999084513,539.302592339981
Ara-1,0.033562157092646046,-0.033562157092646046,549,542.2750665035945,534.3414493515533
Ara-1,0.03415630464146305,-0.03415630464146305,545,537.5550768562804,529.4259448230573
Ara-1,0.03476097032559513,-0.03476097032559513,539,532.8761702379429,524.5556589179691
Ara-1,0.03537634034655181,-0.03537634034655181,536,528.2379890598179,519.7301756619191
Ara-1,0.036002604202149624,-0.036002604202149624,530,523.6401788456097,514.9490829071597
Ara-1,0.036639954744866185,-0.036639954744866185,525,519.0823882044041,510.2119722973675
Ara-1,0.037288588241227424,-0.037288588241227424,519,514.5642688038104,505.5184392327624
Ara-1,0.03794870443224625,-0.03794870443224625,516,510.0854753433408,500.8680828355512
Ara-1,0.038620506594930853,-0.038620506594930853,513,505.64566552802097,496.2605059156904
Ara-1,0.03930420160488233,-0.03930420160488233,510,501.2445000422279,491.695314936958
Ara-1,0.04,-0.04,503,496.8816425237608,487.1721199833457
Ara-3,0.01,-0.01,891,896.8894482170634,1005.0369789479735
Ara-3,0.010177029011328716,-0.010177029011328716,888,891.2037301603161,995.7914603244045
Ara-3,0.010357191949742633,-0.010357191949742633,884,885.5540559993746,986.6309929142818
Ara-3,0.010540544294843095,-0.010540544294843095,878,879.9401972384865,977.5547943159706
Ara-3,0.010727142508381356,-0.010727142508381356,872,874.3619268304197,968.5620893252858
Ara-3,0.010917044051645456,-0.010917044051645456,866,868.8190191672794,959.6521098692918
Ara-3,0.011110307403154938,-0.011110307403154938,863,863.3112500713837,950.8240949406966
Ara-3,0.011306992076668802,-0.011306992076668802,858,857.8383967861971,942.0772905328479
Ara-3,0.011507158639512226,-0.011507158639512226,856,852.4002379673211,933.4109495753431
Ara-3,0.01171086873122778,-0.01171086873122778,852,846.9965536735416,924.824331870216
Ara-3,0.011918185082556742,-0.011918185082556742,845,841.6271253579363,916.3167040287151
Ara-3,0.01212917153475651,-0.01212917153475651,841,836.2917358590314,907.8873394086654
