experiment,background,x,s,tail_count,fitted_tail_count,requested_x_max
GHI,S,0.012791379595124008,-0.012791379595124008,248,285.4785063797472,0.15
GHI,S,0.013146105004178756,-0.013146105004178756,240,274.57640273594797,0.15
GHI,S,0.013510667516017707,-0.013510667516017707,231,264.0906381902034,0.15
GHI,S,0.013885339929230195,-0.013885339929230195,225,254.00531321979452,0.15
GHI,S,0.014270402607546603,-0.014270402607546603,217,244.3051354869242,0.15
GHI,S,0.014666143689631882,-0.014666143689631882,213,234.97539665100663,0.15
GHI,S,0.015072859304696847,-0.015072859304696847,209,226.00195006646987,0.15
GHI,S,0.015490853794088858,-0.015490853794088858,199,217.3711893322523,0.15
GHI,S,0.01592043993902744,-0.01592043993902744,193,209.0700276604738,0.15
GHI,S,0.016361939194655492,-0.016361939194655492,187,201.08587803298974,0.15
GHI,S,0.016815681930580976,-0.016815681930580976,185,193.40663411574766,0.15
GHI,S,0.017282007678089375,-0.017282007678089375,182,186.02065190199934,0.15
GHI,S,0.017761265384211574,-0.017761265384211574,177,178.91673205654166,0.15
GHI,S,0.018253813672837616,-0.018253813672837616,173,172.08410293420906,0.15
GHI,S,0.018760021113071398,-0.018760021113071398,169,165.51240424687145,0.15
GHI,S,0.019280266495027436,-0.019280266495027436,159,159.19167135416956,0.15
GHI,S,0.019814939113275754,-0.019814939113275754,153,153.1123201541738,0.15
GHI,S,0.02036443905814729,-0.02036443905814729,144,147.26513255104504,0.15
GHI,S,0.020929177515117598,-0.020929177515117598,142,141.64124247767583,0.15
GHI,S,0.021509577072492906,-0.021509577072492906,140,136.23212245210715,0.15
GHI,S,0.022106072037628884,-0.022106072037628884,136,131.02957064734196,0.15
GHI,S,0.02271910876191863,-0.02271910876191863,132,126.02569845494779,0.15
GHI,S,0.023349145974793067,-0.023349145974793067,128,121.21291852359144,0.15
GHI,S,0.023996655126983717,-0.023996655126983717,124,116.58393325436859,0.15
GHI,S,0.0246621207433047,-0.0246621207433047,120,112.13172373548387,0.15
GHI,S,0.02534604078521801,-0.02534604078521801,117,107.84953909950303,0.15
GHI,S,0.026048927023453176,-0.026048927023453176,115,103.73088628703975,0.15
GHI,S,0.026771305420960356,-0.026771305420960356,113,99.76952020135572,0.15
GHI,S,0.027513716526483295,-0.027513716526483295,110,95.95943423894552,0.15
GHI,S,0.02827671587904675,-0.02827671587904675,108,92.294851181748,0.15
GHI,S,0.029060874423660916,-0.029060874423660916,104,88.77021443717284,0.15
GHI,S,0.02986677893855401,-0.02986677893855401,99,85.38017961266318,0.15
GHI,S,0.030695032474252742,-0.030695032474252742,93,82.11960641201298,0.15
GHI,S,0.03154625480483923,-0.03154625480483923,87,78.9835508411573,0.15
GHI,S,0.03242108289172187,-0.03242108289172187,85,75.96725771161374,0.15
GHI,S,0.033320171360267346,-0.033320171360267346,79,73.06615343020933,0.15
GHI,S,0.0342441929896505,-0.0342441929896505,74,70.27583906415954,0.15
GHI,S,0.035193839216288464,-0.035193839216288464,73,67.59208367098373,0.15
GHI,S,0.03616982065123578,-0.03616982065123578,70,65.01081788314461,0.15
GHI,S,0.037172867611927736,-0.037172867611927736,68,62.52812773768275,0.15
GHI,S,0.038203730668669916,-0.038203730668669916,65,60.14024874148909,0.15
GHI,S,0.039263181206282534,-0.039263181206282534,64,57.84356016322036,0.15
GHI,S,0.04035201200132032,-0.04035201200132032,64,55.634579543198086,0.15
GHI,S,0.04147103781529951,-0.04147103781529951,63,53.50995741296904,0.15
GHI,S,0.04262109600437591,-0.04262109600437591,59,51.466472216519726,0.15
GHI,S,0.043803047145930404,-0.043803047145930404,56,49.50102542544388,0.15
GHI,S,0.045017775682530736,-0.045017775682530736,52,47.61063684065612,0.15
GHI,S,0.046266190583751234,-0.046266190583751234,50,45.79244007352831,0.15
GHI,S,0.047549226026345884,-0.047549226026345884,49,44.0436781995959,0.15
GHI,S,0.048867842093283764,-0.048867842093283764,49,42.361699578244284,0.15
GHI,S,0.05022302549216988,-0.05022302549216988,49,40.74395383203682,0.15
GHI,S,0.05161579029358881,-0.05161579029358881,46,39.18798797958776,0.15
GHI,S,0.053047178689923855,-0.053047178689923855,44,37.691442716116626,0.15
GHI,S,0.05451826177521954,-0.05451826177521954,44,36.25204883604349,0.15
GHI,S,0.056030140346670906,-0.056030140346670906,41,34.86762379220188,0.15
GHI,S,0.057583945728339365,-0.057583945728339365,39,33.53606838645119,0.15
GHI,S,0.05918084061771143,-0.05918084061771143,36,32.25536358667097,0.15
GHI,S,0.06082201995573401,-0.06082201995573401,36,31.02356746531064,0.15
GHI,S,0.06250871182097721,-0.06250871182097721,34,29.838812254852495,0.15
GHI,S,0.0642421783485935,-0.0642421783485935,34,28.699301515723352,0.15
GHI,S,0.0660237166747612,-0.0660237166747612,32,27.6033074123604,0.15
GHI,S,0.06785465990731891,-0.06785465990731891,31,26.54916809330115,0.15
GHI,S,0.06973637812331723,-0.06973637812331723,30,25.53528517132455,0.15
GHI,S,0.0716702793942341,-0.0716702793942341,30,24.56012129982299,0.15
GHI,S,0.07365781083962088,-0.07365781083962088,29,23.622197841729864,0.15
GHI,S,0.07570045970996801,-0.07570045970996801,27,22.720092627467963,0.15
GHI,S,0.07779975449960012,-0.07779975449960012,25,21.85243779851953,0.15
GHI,S,0.07995726609043351,-0.07995726609043351,24,21.017917733347865,0.15
GHI,S,0.08217460892745167,-0.08217460892745167,22,20.21526705252568,0.15
GHI,S,0.08445344222677892,-0.08445344222677892,22,19.44326870004534,0.15
GHI,S,0.08679547121725582,-0.08679547121725582,20,18.700752097901695,0.15
GHI,S,0.08920244841644527,-0.08920244841644527,19,17.98659137114939,0.15
GHI,S,0.09167617494202426,-0.09167617494202426,19,17.299703640743207,0.15
GHI,S,0.09421850185954304,-0.09421850185954304,17,16.63904738157281,0.15
GHI,S,0.09683133156755919,-0.09683133156755919,17,16.003620843202555,0.15
GHI,S,0.09951661922118422,-0.09951661922118422,17,15.392460530921209,0.15
GHI,S,0.10227637419510718,-0.10227637419510718,16,14.804639744798806,0.15
GHI,S,0.10511266158719003,-0.10511266158719003,13,14.239267174535293,0.15
GHI,S,0.1080276037637604,-0.1080276037637604,13,13.695485547970275,0.15
GHI,S,0.11102338194775797,-0.11102338194775797,12,13.17247033120465,0.15
GHI,S,0.114102237850922,-0.114102237850922,11,12.66942847836326,0.15
GHI,S,0.11726647535124286,-0.11726647535124286,10,12.185597229102463,0.15
GHI,S,0.12051846221693123,-0.12051846221693123,10,11.720242952039827,0.15
GHI,S,0.12386063187819643,-0.12386063187819643,10,11.272660032351723,0.15
GHI,S,0.1272954852481582,-0.1272954852481582,10,10.842169801852432,0.15
GHI,S,0.13082559259425625,-0.13082559259425625,10,10.428119509932268,0.15
GHI,S,0.13445359546155577,-0.13445359546155577,7,10.029881333794496,0.15
GHI,S,0.13818220864939063,-0.13818220864939063,6,9.646851426490098,0.15
GHI,S,0.14201422224282106,-0.14201422224282106,6,9.278449001307065,0.15
GHI,S,0.14595250370042698,-0.14595250370042698,4,8.924115451125893,0.15
GHI,S,0.15,-0.15,4,8.583313501405774,0.15
GHI,L,0.01,-0.01,222,265.8524176780154,0.15
GHI,L,0.010277315989582517,-0.010277315989582517,212,257.0924838321886,0.15
GHI,L,0.01056232239497285,-0.01056232239497285,207,248.62119299233262,0.15
GHI,L,0.010855232483697998,-0.010855232483697998,203,240.42903426642937,0.15
GHI,L,0.011156265437534502,-0.011156265437534502,197,232.50681014981126,0.15
GHI,L,0.011465646516520012,-0.011465646516520012,189,224.8456261989344,0.15
GHI,L,0.011783607227513227,-0.011783607227513227,186,217.43688104540445,0.15
GHI,L,0.012110385497428178,-0.012110385497428178,183,210.27225673904397,0.15
GHI,L,0.01244622585127269,-0.01244622585127269,180,203.34370940915784,0.15
GHI,L,0.012791379595124008,-0.012791379595124008,177,196.64346023351678,0.15
GHI,L,0.013146105004178756,-0.013146105004178756,171,190.1639867049126,0.15
GHI,L,0.013510667516017707,-0.013510667516017707,168,183.8980141854852,0.15
GHI,L,0.013885339929230195,-0.013885339929230195,160,177.83850773933779,0.15
GHI,L,0.014270402607546603,-0.014270402607546603,155,171.97866423426956,0.15
GHI,L,0.014666143689631882,-0.014666143689631882,149,166.31190470376,0.15
GHI,L,0.015072859304696847,-0.015072859304696847,143,160.8318669606281,0.15
GHI,L,0.015490853794088858,-0.015490853794088858,138,155.5323984540738,0.15
GHI,L,0.01592043993902744,-0.01592043993902744,135,150.4075493620839,0.15
GHI,L,0.016361939194655492,-0.016361939194655492,134,145.4515659114441,0.15
GHI,L,0.016815681930580976,-0.016815681930580976,131,140.65888391786007,0.15
GHI,L,0.017282007678089375,-0.017282007678089375,128,136.0241225389335,0.15
GHI,L,0.017761265384211574,-0.017761265384211574,124,131.54207823297997,0.15
GHI,L,0.018253813672837616,-0.018253813672837616,124,127.20771891690606,0.15
GHI,L,0.018760021113071398,-0.018760021113071398,121,123.01617831658595,0.15
GHI,L,0.019280266495027436,-0.019280266495027436,117,118.96275050339639,0.15
GHI,L,0.019814939113275754,-0.019814939113275754,115,115.04288461077363,0.15
GHI,L,0.02036443905814729,-0.02036443905814729,115,111.25217972486202,0.15
GHI,L,0.020929177515117598,-0.020929177515117598,115,107.58637994351788,0.15
GHI,L,0.021509577072492906,-0.021509577072492906,110,104.0413695981214,0.15
GHI,L,0.022106072037628884,-0.022106072037628884,105,100.61316863283024,0.15
GHI,L,0.02271910876191863,-0.02271910876191863,104,97.29792813608934,0.15
GHI,L,0.023349145974793067,-0.023349145974793067,100,94.09192601937939,0.15
GHI,L,0.023996655126983717,-0.023996655126983717,98,90.99156283835131,0.15
GHI,L,0.0246621207433047,-0.0246621207433047,95,87.99335775165645,0.15
GHI,L,0.02534604078521801,-0.02534604078521801,91,85.09394461293424,0.15
GHI,L,0.026048927023453176,-0.026048927023453176,88,82.29006819157108,0.15
GHI,L,0.026771305420960356,-0.026771305420960356,83,79.5785805179859,0.15
GHI,L,0.027513716526483295,-0.027513716526483295,82,76.9564373493401,0.15
GHI,L,0.02827671587904675,-0.02827671587904675,79,74.42069475170382,0.15
GHI,L,0.029060874423660916,-0.029060874423660916,77,71.96850579484055,0.15
GHI,L,0.02986677893855401,-0.02986677893855401,77,69.59711735590088,0.15
GHI,L,0.030695032474252742,-0.030695032474252742,74,67.30386702843406,0.15
GHI,L,0.03154625480483923,-0.03154625480483923,72,65.08618013325042,0.15
GHI,L,0.03242108289172187,-0.03242108289172187,70,62.941566827775844,0.15
GHI,L,0.033320171360267346,-0.033320171360267346,70,60.867619310654526,0.15
GHI,L,0.0342441929896505,-0.0342441929896505,67,58.86200911846105,0.15
GHI,L,0.035193839216288464,-0.035193839216288464,67,56.92248451148655,0.15
GHI,L,0.03616982065123578,-0.03616982065123578,64,55.04686794566442,0.15
GHI,L,0.037172867611927736,-0.037172867611927736,61,53.23305362779723,0.15
GHI,L,0.038203730668669916,-0.038203730668669916,60,51.479005151338974,0.15
GHI,L,0.039263181206282534,-0.039263181206282534,59,49.782753210080045,0.15
GHI,L,0.04035201200132032,-0.04035201200132032,56,48.142393387166564,0.15
GHI,L,0.04147103781529951,-0.04147103781529951,52,46.55608401697256,0.15
GHI,L,0.04262109600437591,-0.04262109600437591,52,45.022044117424294,0.15
GHI,L,0.043803047145930404,-0.043803047145930404,49,43.53855139045502,0.15
GHI,L,0.045017775682530736,-0.045017775682530736,49,42.10394028834554,0.15
GHI,L,0.046266190583751234,-0.046266190583751234,45,40.71660014377984,0.15
GHI,L,0.047549226026345884,-0.047549226026345884,43,39.37497336151568,0.15
GHI,L,0.048867842093283764,-0.048867842093283764,43,38.07755366964053,0.15
GHI,L,0.05022302549216988,-0.05022302549216988,41,36.82288442844914,0.15
GHI,L,0.05161579029358881,-0.05161579029358881,41,35.609556995044244,0.15
GHI,L,0.053047178689923855,-0.053047178689923855,40,34.436209141824435,0.15
GHI,L,0.05451826177521954,-0.05451826177521954,40,33.30152352708312,0.15
GHI,L,0.056030140346670906,-0.056030140346670906,39,32.204226216002,0.15
GHI,L,0.057583945728339365,-0.057583945728339365,38,31.143085250378366,0.15
GHI,L,0.05918084061771143,-0.05918084061771143,38,30.11690926548031,0.15
GHI,L,0.06082201995573401,-0.06082201995573401,37,29.124546152477134,0.15
GHI,L,0.06250871182097721,-0.06250871182097721,35,28.16488176494302,0.15
GHI,L,0.0642421783485935,-0.0642421783485935,32,27.23683866798214,0.15
GHI,L,0.0660237166747612,-0.0660237166747612,32,26.33937492857031,0.15
GHI,L,0.06785465990731891,-0.06785465990731891,31,25.471482945755408,0.15
GHI,L,0.06973637812331723,-0.06973637812331723,31,24.632188319403117,0.15
GHI,L,0.0716702793942341,-0.0716702793942341,29,23.820548756217853,0.15
GHI,L,0.07365781083962088,-0.07365781083962088,24,23.03565301181094,0.15
GHI,L,0.07570045970996801,-0.07570045970996801,24,22.276619867627584,0.15
GHI,L,0.07779975449960012,-0.07779975449960012,21,21.542597141584913,0.15
GHI,L,0.07995726609043351,-0.07995726609043351,21,20.83276073130956,0.15
GHI,L,0.08217460892745167,-0.08217460892745167,21,20.14631368890109,0.15
GHI,L,0.08445344222677892,-0.08445344222677892,20,19.48248532618222,0.15
GHI,L,0.08679547121725582,-0.08679547121725582,20,18.840530349431354,0.15
GHI,L,0.08920244841644527,-0.08920244841644527,19,18.219728022626096,0.15
GHI,L,0.09167617494202426,-0.09167617494202426,17,17.6193813582581,0.15
GHI,L,0.09421850185954304,-0.09421850185954304,15,17.03881633481087,0.15
GHI,L,0.09683133156755919,-0.09683133156755919,15,16.477381140022032,0.15
GHI,L,0.09951661922118422,-0.09951661922118422,15,15.9344454390803,0.15
GHI,L,0.10227637419510718,-0.10227637419510718,15,15.409399666935617,0.15
GHI,L,0.10511266158719003,-0.10511266158719003,13,14.901654343928055,0.15
GHI,L,0.1080276037637604,-0.1080276037637604,13,14.410639413966845,0.15
GHI,L,0.11102338194775797,-0.11102338194775797,12,13.935803604516696,0.15
GHI,L,0.114102237850922,-0.114102237850922,12,13.476613807672889,0.15
GHI,L,0.11726647535124286,-0.11726647535124286,12,13.032554481629994,0.15
GHI,L,0.12051846221693123,-0.12051846221693123,11,12.603127071872589,0.15
GHI,L,0.12386063187819643,-0.12386063187819643,11,12.187849451437822,0.15
GHI,L,0.1272954852481582,-0.1272954852481582,10,11.786255379621629,0.15
GHI,L,0.13082559259425625,-0.13082559259425625,10,11.397893978520676,0.15
GHI,L,0.13445359546155577,-0.13445359546155577,7,11.02232922682255,0.15
GHI,L,0.13818220864939063,-0.13818220864939063,7,10.659139470275628,0.15
GHI,L,0.14201422224282106,-0.14201422224282106,7,10.307916948289211,0.15
GHI,L,0.14595250370042698,-0.14595250370042698,7,9.968267336132389,0.15
GHI,L,0.15,-0.15,7,9.63980930221751,0.15
MNO,R,0.01,-0.01,326,512.4704434267794,0.15
MNO,R,0.010277315989582517,-0.010277315989582517,319,488.93448219089896,0.15
MNO,R,0.01056232239497285,-0.01056232239497285,315,466.47944470077164,0.15
MNO,R,0.010855232483697998,-0.010855232483697998,309,445.05568793853166,0.15
